index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit,Age,id,dup,cards,family_category
12560,0,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,7371,1,0,0,Managers,2.0,13.0,2.0,44.917808219178085,1859,1,6,small
12561,0,0,1,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,18.0,2.0,61.04931506849315,216,1,3,small
12562,0,1,0,0,144000.0,Commercial associate,Higher education,Married,House / apartment,3458,0,0,0,Laborers,2.0,18.0,1.0,46.10958904109589,843,1,12,small
12563,0,1,0,2,90000.0,State servant,Higher education,Married,House / apartment,2255,1,0,0,Core staff,4.0,10.0,2.0,28.473972602739725,6328,0,1,big
12564,1,0,0,1,202500.0,Working,Secondary / secondary special,Separated,House / apartment,742,1,1,0,Laborers,2.0,15.0,2.0,22.66849315068493,2600,1,3,small
12565,0,0,1,0,292500.0,Working,Higher education,Single / not married,House / apartment,1662,0,1,1,Managers,1.0,5.0,1.0,47.63835616438356,4933,1,5,Nuclear
12566,0,1,0,0,382500.0,Working,Higher education,Married,House / apartment,3965,1,1,0,Laborers,2.0,11.0,2.0,42.28767123287671,2241,1,5,small
12567,0,1,1,1,135000.0,Commercial associate,Higher education,Married,House / apartment,2481,0,0,0,Laborers,3.0,53.0,2.0,30.898630136986302,2824,1,9,small
12568,0,1,1,0,301500.0,Pensioner,Higher education,Married,House / apartment,0,0,1,0,Unemployed,2.0,17.0,2.0,57.654794520547945,292,1,4,small
12569,1,1,1,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,1506,0,1,0,Realty agents,2.0,20.0,2.0,60.915068493150685,2857,1,7,small
12570,0,0,1,0,144000.0,Working,Higher education,Single / not married,House / apartment,4943,0,0,0,Laborers,1.0,13.0,1.0,36.136986301369866,1371,1,12,Nuclear
12571,0,0,1,0,126000.0,Working,Higher education,Married,House / apartment,761,0,0,0,High skill tech staff,2.0,13.0,2.0,31.161643835616438,6329,0,1,small
12572,1,1,1,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,2263,1,1,0,Laborers,2.0,34.0,0.0,49.8,5059,1,7,small
12573,0,1,0,2,157500.0,Commercial associate,Incomplete higher,Married,House / apartment,1399,0,0,1,Laborers,4.0,25.0,2.0,35.224657534246575,6330,1,2,big
12574,1,0,0,0,190399.5,Commercial associate,Secondary / secondary special,Married,House / apartment,1338,1,0,0,Core staff,2.0,39.0,0.0,28.517808219178082,3531,1,4,small
12575,0,0,1,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,0,Unemployed,1.0,12.0,2.0,57.87945205479452,1014,1,20,Nuclear
12576,1,0,1,0,180000.0,Working,Incomplete higher,Married,House / apartment,5680,0,1,0,Laborers,2.0,37.0,2.0,46.97534246575343,4127,1,3,small
12577,1,1,1,2,337500.0,State servant,Secondary / secondary special,Married,Office apartment,3970,0,0,0,Laborers,4.0,30.0,2.0,35.553424657534244,2562,1,8,big
12578,0,0,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,8469,1,0,0,Core staff,2.0,24.0,2.0,59.96986301369863,1939,1,6,small
12579,0,0,1,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,35.0,2.0,64.14520547945206,2390,1,3,small
12580,0,0,0,1,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1138,0,0,0,Laborers,3.0,30.0,1.0,27.81095890410959,486,1,12,small
12581,1,1,1,0,202500.0,Commercial associate,Higher education,Married,House / apartment,5374,0,0,1,Laborers,2.0,6.0,2.0,34.679452054794524,4325,1,4,small
12582,0,0,1,0,90000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,3673,1,1,0,Core staff,2.0,26.0,2.0,43.68493150684932,3707,1,5,small
12583,1,1,0,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,6610,0,0,0,Laborers,2.0,37.0,2.0,54.71780821917808,3351,1,9,small
12584,1,1,1,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,285,0,0,0,Drivers,3.0,4.0,2.0,47.443835616438356,3171,1,11,small
12585,1,0,1,0,112500.0,Working,Higher education,Civil marriage,House / apartment,5585,0,0,0,Security staff,2.0,39.0,2.0,54.81643835616438,1157,1,7,small
12586,1,1,1,0,202500.0,Commercial associate,Higher education,Married,House / apartment,1691,0,0,0,Drivers,2.0,40.0,1.0,28.364383561643837,4680,1,5,small
12587,0,0,1,1,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,8036,0,0,0,Core staff,2.0,39.0,2.0,56.69315068493151,4857,1,11,small
12588,1,0,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,312,0,0,1,Laborers,2.0,32.0,2.0,41.14246575342466,6331,0,1,small
12589,0,0,1,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,Unemployed,2.0,39.0,2.0,60.47123287671233,6332,1,3,small
12590,0,0,1,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,13.0,2.0,56.013698630136986,1006,1,6,small
12591,0,0,1,0,234000.0,Commercial associate,Higher education,Married,House / apartment,5070,0,0,0,Laborers,2.0,39.0,0.0,44.84109589041096,6333,0,1,small
12592,0,0,1,0,112500.0,Working,Higher education,Civil marriage,House / apartment,1205,0,0,0,Core staff,2.0,29.0,2.0,35.02191780821918,4529,1,4,small
12593,0,1,1,1,171000.0,Commercial associate,Incomplete higher,Married,House / apartment,1993,0,0,1,Laborers,3.0,52.0,2.0,30.397260273972602,1116,1,4,small
12594,0,0,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,888,0,0,0,Laborers,2.0,22.0,1.0,47.632876712328766,6334,1,5,small
12595,0,0,0,2,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1323,1,1,0,Core staff,4.0,39.0,2.0,37.24931506849315,2605,1,4,big
12596,0,0,1,2,112500.0,Working,Higher education,Married,House / apartment,2133,1,1,1,Core staff,4.0,59.0,2.0,40.46027397260274,2946,1,11,big
12597,0,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,3148,0,0,0,Laborers,2.0,30.0,1.0,45.23561643835617,4291,1,3,small
12598,1,0,1,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,53.0,2.0,65.66849315068494,4913,1,3,small
12599,0,0,1,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,0,Unemployed,1.0,41.0,2.0,57.87945205479452,1014,1,20,Nuclear
12600,0,1,0,0,148500.0,Commercial associate,Higher education,Married,House / apartment,2043,1,0,0,High skill tech staff,2.0,30.0,0.0,34.67123287671233,6082,1,3,small
12601,0,0,1,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,2683,0,0,0,Sales staff,2.0,11.0,2.0,42.6958904109589,6040,1,2,small
12602,1,0,1,0,67500.0,Working,Higher education,Single / not married,House / apartment,2052,0,1,0,Laborers,1.0,57.0,1.0,54.02191780821918,6335,1,2,Nuclear
12603,1,1,0,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,2928,0,0,0,Managers,3.0,20.0,1.0,51.00547945205479,6336,0,1,small
12604,0,1,1,0,450000.0,State servant,Higher education,Married,House / apartment,221,0,1,0,Core staff,2.0,16.0,2.0,62.70958904109589,3003,1,7,small
12605,0,0,1,0,202500.0,Working,Higher education,Married,House / apartment,8649,0,0,0,Managers,2.0,7.0,2.0,51.78630136986301,2947,1,3,small
12606,1,1,0,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,2477,1,1,0,Laborers,2.0,51.0,2.0,51.156164383561645,2313,1,3,small
12607,0,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,2196,1,1,0,Cooking staff,2.0,26.0,0.0,27.863013698630137,5792,1,5,small
12608,1,1,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,2990,0,0,0,Sales staff,2.0,14.0,1.0,47.00821917808219,307,1,6,small
12609,0,0,1,0,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,3273,0,0,0,Core staff,2.0,31.0,2.0,48.863013698630134,427,1,5,small
12610,0,0,0,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,2747,0,0,0,Cooking staff,3.0,27.0,2.0,33.45205479452055,2951,1,4,small
12611,1,0,1,0,198000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,0,Unemployed,2.0,60.0,2.0,67.56712328767124,825,1,10,small
12612,1,0,1,0,135000.0,State servant,Secondary / secondary special,Married,Rented apartment,2323,1,0,1,Core staff,2.0,14.0,1.0,28.624657534246577,3067,1,12,small
12613,1,1,0,2,234000.0,State servant,Secondary / secondary special,Married,House / apartment,3243,0,1,0,Laborers,4.0,22.0,2.0,28.2,560,1,7,big
12614,1,1,1,0,337500.0,Working,Higher education,Married,House / apartment,7494,0,0,0,Laborers,2.0,11.0,2.0,64.96164383561644,5228,1,5,small
12615,0,0,0,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,584,1,0,0,Cleaning staff,2.0,11.0,2.0,36.78082191780822,6337,0,1,small
12616,0,1,1,0,225000.0,State servant,Higher education,Separated,House / apartment,2752,0,0,0,Managers,1.0,40.0,2.0,50.673972602739724,6338,1,2,Nuclear
12617,1,1,1,1,270000.0,Working,Higher education,Married,House / apartment,1137,0,0,0,Laborers,3.0,56.0,2.0,47.104109589041094,3729,1,8,small
12618,1,0,1,1,562500.0,Working,Incomplete higher,Married,House / apartment,5639,1,1,0,Laborers,3.0,19.0,0.0,37.78082191780822,285,1,20,small
12619,0,0,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,2072,0,0,1,Sales staff,3.0,5.0,0.0,27.08219178082192,1973,1,5,small
12620,0,0,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1678,0,0,0,Sales staff,2.0,23.0,2.0,36.1013698630137,6339,1,2,small
12621,1,1,1,0,180000.0,State servant,Higher education,Single / not married,House / apartment,1082,0,0,0,Core staff,1.0,24.0,0.0,23.306849315068494,2065,1,3,Nuclear
12622,1,1,1,1,180000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,6645,0,0,0,Laborers,3.0,46.0,2.0,42.59452054794521,6340,0,1,small
12623,0,0,1,0,360000.0,Commercial associate,Higher education,Separated,House / apartment,2775,0,1,0,Private service staff,1.0,17.0,0.0,49.21917808219178,5923,1,4,Nuclear
12624,1,0,1,0,157500.0,Working,Higher education,Married,House / apartment,3262,0,0,0,Laborers,2.0,24.0,2.0,32.057534246575344,4686,1,3,small
12625,0,0,1,0,337500.0,Commercial associate,Higher education,Single / not married,House / apartment,438,0,1,1,Managers,1.0,6.0,0.0,45.45205479452055,1994,1,4,Nuclear
12626,0,0,1,1,225000.0,Working,Secondary / secondary special,Separated,House / apartment,3792,0,0,0,Laborers,2.0,29.0,1.0,38.56712328767123,170,1,8,small
12627,0,0,1,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,50.0,1.0,52.81095890410959,5062,1,11,small
12628,0,0,1,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,10384,1,1,0,Medicine staff,2.0,26.0,1.0,46.391780821917806,1067,1,5,small
12629,1,1,1,2,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,799,0,0,1,Drivers,4.0,21.0,2.0,37.912328767123284,6341,0,1,big
12630,0,0,1,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,672,0,0,0,Core staff,4.0,26.0,2.0,33.88493150684931,6342,1,3,big
12631,0,0,0,0,135000.0,Working,Higher education,Married,House / apartment,2646,1,0,0,Laborers,2.0,29.0,2.0,36.16986301369863,739,1,7,small
12632,1,0,1,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,4146,0,0,0,Cooking staff,1.0,5.0,2.0,46.87945205479452,6343,1,2,Nuclear
12633,0,0,1,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,2088,0,0,0,Sales staff,2.0,23.0,2.0,43.47123287671233,6344,1,2,small
12634,0,1,1,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,1406,0,0,0,Laborers,1.0,3.0,0.0,44.413698630136984,2149,1,4,Nuclear
12635,1,1,0,0,180000.0,Commercial associate,Incomplete higher,Single / not married,With parents,195,0,0,0,Laborers,1.0,5.0,2.0,26.13150684931507,6345,1,3,Nuclear
12636,0,0,1,0,171000.0,Working,Higher education,Single / not married,House / apartment,2073,0,0,0,Laborers,1.0,58.0,2.0,28.01095890410959,6063,1,5,Nuclear
12637,1,0,0,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,804,0,0,0,Laborers,3.0,24.0,2.0,35.24657534246575,2259,1,4,small
12638,0,0,0,0,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,2757,0,0,0,Laborers,2.0,40.0,2.0,45.4,6346,0,1,small
12639,1,1,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2901,0,1,0,High skill tech staff,2.0,46.0,2.0,43.21643835616438,5091,1,4,small
12640,1,1,1,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,195,1,0,0,Laborers,1.0,31.0,1.0,24.257534246575343,6347,0,1,Nuclear
12641,0,0,1,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1386,0,1,0,Laborers,3.0,15.0,2.0,37.90958904109589,6348,1,3,small
12642,0,0,1,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1807,0,0,0,Core staff,1.0,33.0,2.0,48.87671232876713,1036,1,6,Nuclear
12643,1,0,1,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,3000,1,1,0,Drivers,2.0,52.0,2.0,59.31232876712329,5117,1,4,small
12644,0,0,1,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,25.0,2.0,56.41095890410959,6349,1,2,small
12645,0,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,5500,0,1,0,Cooking staff,2.0,11.0,2.0,54.18356164383562,6350,0,1,small
12646,0,0,1,1,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,2514,0,0,1,Core staff,3.0,0.0,0.0,30.7013698630137,4748,1,10,small
12647,0,0,1,0,675000.0,Working,Secondary / secondary special,Married,House / apartment,6594,0,0,1,Laborers,2.0,28.0,2.0,49.21643835616438,5913,1,10,small
12648,0,0,1,0,405000.0,Working,Higher education,Married,House / apartment,7627,0,0,0,Laborers,2.0,31.0,2.0,47.84931506849315,2138,1,13,small
12649,0,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,701,0,0,0,High skill tech staff,2.0,11.0,0.0,50.31506849315068,6351,1,5,small
12650,0,0,1,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,560,1,1,0,Laborers,4.0,56.0,1.0,38.178082191780824,6352,1,3,big
12651,0,0,1,0,81000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,0,0,0,Unemployed,1.0,52.0,2.0,60.33150684931507,6353,0,1,Nuclear
12652,1,1,1,0,225000.0,Working,Higher education,Married,House / apartment,1661,0,1,0,Laborers,2.0,22.0,1.0,29.446575342465753,3818,1,5,small
12653,1,0,0,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,376,0,1,0,Laborers,2.0,14.0,2.0,49.824657534246576,5237,1,2,small
12654,0,0,1,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,1305,0,1,0,Core staff,4.0,19.0,2.0,38.89041095890411,4733,1,2,big
12655,0,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2878,0,0,0,Laborers,2.0,51.0,2.0,53.37534246575343,1924,1,14,small
12656,0,1,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1787,0,0,0,Sales staff,2.0,6.0,1.0,47.12876712328767,4776,1,14,small
12657,1,1,0,2,234000.0,State servant,Secondary / secondary special,Married,House / apartment,3243,0,1,0,Laborers,4.0,6.0,2.0,28.2,560,1,7,big
12658,0,0,0,0,126000.0,Pensioner,Higher education,Civil marriage,House / apartment,0,0,0,0,Unemployed,2.0,30.0,1.0,56.227397260273975,1673,1,2,small
12659,0,0,1,0,166500.0,Working,Higher education,Single / not married,House / apartment,7104,0,0,0,High skill tech staff,1.0,20.0,0.0,45.00547945205479,4771,1,2,Nuclear
12660,0,0,0,1,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,209,0,0,0,Sales staff,2.0,26.0,2.0,25.301369863013697,6354,0,1,small
12661,0,1,1,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,Unemployed,2.0,56.0,2.0,58.52054794520548,6355,1,2,small
12662,1,0,1,0,216000.0,Commercial associate,Higher education,Married,House / apartment,7415,0,0,1,Managers,2.0,18.0,2.0,52.465753424657535,3456,1,10,small
12663,0,0,1,0,247500.0,Commercial associate,Higher education,Married,House / apartment,2980,0,0,0,Sales staff,2.0,40.0,2.0,32.64109589041096,949,1,5,small
12664,0,1,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,17.0,1.0,56.917808219178085,3308,1,4,small
12665,1,1,0,0,765000.0,Working,Higher education,Married,House / apartment,1138,0,1,0,Managers,2.0,31.0,2.0,45.21369863013699,4256,1,4,small
12666,0,1,1,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2102,0,0,0,Laborers,3.0,57.0,2.0,42.06849315068493,6356,1,3,small
12667,1,1,1,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,2129,0,0,0,Accountants,1.0,17.0,2.0,25.512328767123286,4260,1,4,Nuclear
12668,0,0,1,0,178200.0,Commercial associate,Higher education,Separated,House / apartment,1677,0,0,0,Laborers,1.0,16.0,1.0,36.83835616438356,6357,1,2,Nuclear
12669,1,1,1,0,382500.0,Working,Higher education,Married,House / apartment,2420,0,0,0,Laborers,2.0,14.0,2.0,28.61917808219178,1894,1,10,small
12670,0,1,0,0,315000.0,Commercial associate,Higher education,Married,House / apartment,1678,0,1,0,Accountants,2.0,49.0,2.0,53.41095890410959,2524,1,10,small
12671,1,1,1,2,139500.0,Working,Secondary / secondary special,Married,House / apartment,2284,0,0,0,Laborers,4.0,13.0,1.0,26.435616438356163,6358,0,1,big
12672,1,1,0,1,405000.0,Commercial associate,Higher education,Married,House / apartment,535,0,0,0,Managers,3.0,11.0,2.0,33.367123287671234,1729,1,4,small
12673,0,0,1,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,0,Unemployed,1.0,39.0,2.0,64.57534246575342,490,1,6,Nuclear
12674,1,1,0,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,2939,0,1,0,Drivers,4.0,52.0,2.0,41.323287671232876,6359,0,1,big
12675,0,0,0,0,180000.0,Working,Incomplete higher,Married,House / apartment,1904,0,0,0,Laborers,2.0,26.0,2.0,53.583561643835615,1781,1,6,small
12676,0,1,1,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,1113,0,0,0,Laborers,2.0,8.0,2.0,50.09041095890411,1458,1,9,small
12677,1,0,1,0,202500.0,Working,Incomplete higher,Civil marriage,House / apartment,95,0,1,1,Core staff,2.0,4.0,1.0,23.663013698630138,5580,1,2,small
12678,0,0,1,0,157500.0,State servant,Higher education,Married,House / apartment,3654,0,1,0,Managers,2.0,29.0,2.0,41.49315068493151,1126,1,7,small
12679,0,0,1,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,3591,0,1,1,Laborers,1.0,7.0,2.0,49.679452054794524,6360,1,3,Nuclear
12680,0,0,1,0,57150.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,0,0,0,Unemployed,1.0,24.0,2.0,62.83835616438356,6361,0,1,Nuclear
12681,1,0,0,1,117000.0,Pensioner,Secondary / secondary special,Married,With parents,0,0,1,0,Unemployed,3.0,21.0,2.0,39.47123287671233,6362,0,1,small
12682,0,0,1,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,919,0,1,0,Managers,1.0,8.0,0.0,39.43561643835616,506,1,2,Nuclear
12683,0,1,1,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,931,0,1,1,Laborers,3.0,8.0,1.0,35.12602739726027,2155,1,9,small
12684,0,0,1,0,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,7840,0,0,0,Laborers,2.0,16.0,2.0,48.33972602739726,1267,1,5,small
12685,1,1,0,0,148500.0,State servant,Secondary / secondary special,Married,House / apartment,3026,1,0,0,Core staff,2.0,27.0,1.0,28.28767123287671,5573,1,8,small
12686,1,1,1,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,1326,0,0,0,Drivers,2.0,5.0,2.0,37.104109589041094,6363,1,4,small
12687,0,0,1,0,76500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,0,Unemployed,1.0,10.0,2.0,58.865753424657534,6364,0,1,Nuclear
12688,0,0,1,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1991,0,0,0,Core staff,1.0,5.0,2.0,38.81095890410959,6021,1,2,Nuclear
12689,1,1,0,0,247500.0,Commercial associate,Higher education,Married,House / apartment,803,1,0,0,Drivers,2.0,23.0,2.0,44.57260273972603,466,1,3,small
12690,0,0,1,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,0,Unemployed,1.0,56.0,2.0,62.30958904109589,2865,1,5,Nuclear
12691,0,1,0,0,675000.0,Commercial associate,Higher education,Single / not married,House / apartment,1535,0,0,0,Managers,1.0,13.0,0.0,45.205479452054796,6365,0,1,Nuclear
12692,0,0,1,0,180000.0,Pensioner,Higher education,Widow,House / apartment,0,0,0,0,Unemployed,1.0,45.0,2.0,61.42191780821918,5329,1,5,Nuclear
12693,0,0,0,0,247500.0,Pensioner,Higher education,Married,House / apartment,0,0,1,0,Unemployed,2.0,30.0,2.0,57.367123287671234,6366,1,2,small
12694,0,1,1,1,279000.0,Working,Higher education,Civil marriage,House / apartment,3731,1,1,0,Managers,3.0,33.0,2.0,44.347945205479455,365,1,4,small
12695,0,0,1,0,114750.0,Working,Secondary / secondary special,Widow,House / apartment,4213,1,1,0,Security staff,1.0,19.0,0.0,55.68493150684932,4402,1,2,Nuclear
12696,1,1,1,0,405000.0,State servant,Secondary / secondary special,Married,House / apartment,3500,0,0,0,Core staff,2.0,33.0,2.0,47.42191780821918,28,1,6,small
12697,1,0,0,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1458,0,0,0,Drivers,3.0,55.0,2.0,44.9972602739726,2352,1,7,small
12698,0,0,0,2,67500.0,Commercial associate,Higher education,Married,House / apartment,433,0,1,0,Core staff,4.0,7.0,2.0,28.304109589041097,6367,0,1,big
12699,0,0,1,0,144000.0,State servant,Secondary / secondary special,Married,House / apartment,1075,0,0,0,Cleaning staff,2.0,10.0,2.0,50.85753424657534,6368,0,1,small
12700,1,1,1,0,405000.0,Working,Secondary / secondary special,Married,House / apartment,683,0,0,0,Sales staff,2.0,31.0,0.0,49.29041095890411,4382,1,6,small
12701,1,1,1,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,127,0,0,0,Laborers,3.0,60.0,0.0,34.23561643835617,6369,0,1,small
12702,0,1,1,0,315000.0,Working,Higher education,Married,House / apartment,577,0,0,1,Laborers,2.0,16.0,0.0,58.56712328767123,4588,1,5,small
12703,0,0,0,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,0,Unemployed,1.0,25.0,2.0,60.441095890410956,778,1,4,Nuclear
12704,1,1,1,0,135000.0,Working,Secondary / secondary special,Married,With parents,3111,0,0,0,Core staff,2.0,49.0,1.0,44.57808219178082,3964,1,13,small
12705,0,1,0,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1064,0,1,0,Sales staff,2.0,21.0,2.0,56.55068493150685,3559,1,5,small
12706,1,1,1,1,139500.0,Working,Secondary / secondary special,Married,House / apartment,5557,1,0,0,Laborers,3.0,0.0,1.0,39.32876712328767,3677,1,6,small
12707,0,0,0,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2934,0,0,0,Cooking staff,2.0,39.0,2.0,46.323287671232876,2109,1,4,small
12708,0,0,0,0,225000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,0,Unemployed,2.0,40.0,2.0,61.76164383561644,2385,1,2,small
12709,0,0,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,8375,0,0,1,High skill tech staff,2.0,4.0,2.0,41.728767123287675,810,1,13,small
12710,0,1,0,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,0,Unemployed,1.0,60.0,2.0,57.33972602739726,4917,1,3,Nuclear
12711,1,1,1,2,225000.0,Working,Secondary / secondary special,Widow,Municipal apartment,2472,0,0,0,Drivers,3.0,48.0,0.0,41.85479452054795,6370,0,1,small
12712,1,0,1,1,234000.0,Working,Secondary / secondary special,Married,House / apartment,1748,0,0,0,Laborers,3.0,31.0,2.0,32.794520547945204,1016,1,8,small
12713,0,0,1,0,247500.0,Commercial associate,Higher education,Single / not married,House / apartment,3822,1,1,0,Laborers,1.0,13.0,2.0,37.775342465753425,5056,1,7,Nuclear
12714,1,1,0,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,6558,1,1,0,Core staff,4.0,6.0,2.0,38.46027397260274,842,1,4,big
12715,0,0,1,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,3689,0,0,0,Core staff,3.0,28.0,2.0,57.134246575342466,1680,1,3,small
12716,0,0,1,0,126000.0,Working,Higher education,Married,House / apartment,460,0,1,1,Core staff,2.0,45.0,2.0,27.602739726027398,2341,1,10,small
12717,0,0,0,0,112500.0,Commercial associate,Incomplete higher,Married,House / apartment,2339,0,1,0,Laborers,2.0,39.0,1.0,27.882191780821916,676,1,14,small
12718,1,1,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,755,0,0,0,Laborers,2.0,34.0,0.0,36.49041095890411,6371,0,1,small
12719,0,0,1,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,9269,0,0,0,Core staff,1.0,3.0,1.0,56.082191780821915,524,1,9,Nuclear
12720,0,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,2188,0,0,1,Sales staff,2.0,48.0,1.0,45.983561643835614,3861,1,3,small
12721,0,0,1,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,3929,0,1,0,High skill tech staff,4.0,44.0,2.0,32.24931506849315,4707,1,2,big
12722,0,0,0,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,Unemployed,2.0,28.0,1.0,62.035616438356165,6372,1,4,small
12723,0,0,1,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,Unemployed,2.0,53.0,2.0,59.136986301369866,6373,1,2,small
12724,1,1,1,0,292500.0,Working,Secondary / secondary special,Married,Rented apartment,901,0,0,0,Laborers,2.0,26.0,2.0,46.605479452054794,3066,1,10,small
12725,0,0,0,0,157500.0,Working,Incomplete higher,Married,House / apartment,2687,0,0,0,Core staff,2.0,31.0,2.0,46.26849315068493,4036,1,3,small
12726,0,0,1,0,157500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,1222,1,0,0,Sales staff,1.0,11.0,2.0,46.68493150684932,4978,1,2,Nuclear
12727,0,0,1,0,58500.0,Working,Secondary / secondary special,Married,House / apartment,4931,0,0,1,Laborers,2.0,49.0,2.0,40.35890410958904,5054,1,5,small
12728,1,1,0,0,540000.0,Commercial associate,Higher education,Married,House / apartment,6102,0,1,0,Managers,2.0,12.0,0.0,47.95616438356164,5276,1,4,small
